NAME                                                             CPU(cores)   MEMORY(bytes)   
osg-scp1021-group-1-v14-6fd7944585-4vdjc                         291m         6973Mi          
osg-scp1021-group-1-v14-6fd7944585-5lswd                         298m         6957Mi          
osg-scp1021-group-1-v14-6fd7944585-5mrwz                         301m         7047Mi          
osg-scp1021-group-1-v14-6fd7944585-6htpc                         388m         7031Mi          
osg-scp1021-group-1-v14-6fd7944585-72xgn                         367m         6896Mi          
osg-scp1021-group-1-v14-6fd7944585-7qdrt                         294m         6916Mi          
osg-scp1021-group-1-v14-6fd7944585-7sgb2                         313m         6971Mi          
osg-scp1021-group-1-v14-6fd7944585-84wrp                         342m         6991Mi          
osg-scp1021-group-1-v14-6fd7944585-8rs8j                         293m         6903Mi          
osg-scp1021-group-1-v14-6fd7944585-97q4x                         365m         7079Mi          
osg-scp1021-group-1-v14-6fd7944585-9q5hv                         330m         6904Mi          
osg-scp1021-group-1-v14-6fd7944585-9tl92                         297m         6922Mi          
osg-scp1021-group-1-v14-6fd7944585-9w7lh                         321m         6986Mi          
osg-scp1021-group-1-v14-6fd7944585-b9njh                         420m         6994Mi          
osg-scp1021-group-1-v14-6fd7944585-blpx9                         286m         7085Mi          
osg-scp1021-group-1-v14-6fd7944585-cl7mc                         363m         6922Mi          
osg-scp1021-group-1-v14-6fd7944585-cxdrn                         300m         6975Mi          
osg-scp1021-group-1-v14-6fd7944585-drqmv                         279m         7119Mi          
osg-scp1021-group-1-v14-6fd7944585-dzgcs                         318m         6956Mi          
osg-scp1021-group-1-v14-6fd7944585-f4v56                         376m         6928Mi          
osg-scp1021-group-1-v14-6fd7944585-f8xcx                         329m         6911Mi          
osg-scp1021-group-1-v14-6fd7944585-fnvwj                         298m         6931Mi          
osg-scp1021-group-1-v14-6fd7944585-g9d57                         342m         6965Mi          
osg-scp1021-group-1-v14-6fd7944585-gbtgl                         275m         6904Mi          
osg-scp1021-group-1-v14-6fd7944585-h5khp                         385m         6980Mi          
osg-scp1021-group-1-v14-6fd7944585-hd9hs                         312m         6944Mi          
osg-scp1021-group-1-v14-6fd7944585-hnwc2                         340m         6887Mi          
osg-scp1021-group-1-v14-6fd7944585-j4v4p                         289m         6938Mi          
osg-scp1021-group-1-v14-6fd7944585-jrgmr                         367m         6990Mi          
osg-scp1021-group-1-v14-6fd7944585-k27mw                         310m         6993Mi          
osg-scp1021-group-1-v14-6fd7944585-k7m5g                         283m         6951Mi          
osg-scp1021-group-1-v14-6fd7944585-k9plq                         349m         6982Mi          
osg-scp1021-group-1-v14-6fd7944585-kcg7j                         370m         6985Mi          
osg-scp1021-group-1-v14-6fd7944585-kf6gc                         344m         6924Mi          
osg-scp1021-group-1-v14-6fd7944585-kvsgm                         262m         7187Mi          
osg-scp1021-group-1-v14-6fd7944585-l9hbf                         295m         6955Mi          
osg-scp1021-group-1-v14-6fd7944585-m5ssc                         314m         6895Mi          
osg-scp1021-group-1-v14-6fd7944585-n58bv                         264m         6863Mi          
osg-scp1021-group-1-v14-6fd7944585-n7jdp                         315m         6915Mi          
osg-scp1021-group-1-v14-6fd7944585-nz7sc                         333m         6934Mi          
osg-scp1021-group-1-v14-6fd7944585-pq5l7                         366m         7005Mi          
osg-scp1021-group-1-v14-6fd7944585-qp4hx                         310m         7167Mi          
osg-scp1021-group-1-v14-6fd7944585-r4lqd                         317m         7030Mi          
osg-scp1021-group-1-v14-6fd7944585-r5mnl                         374m         7051Mi          
osg-scp1021-group-1-v14-6fd7944585-rmlwq                         353m         6891Mi          
osg-scp1021-group-1-v14-6fd7944585-ss462                         328m         7028Mi          
osg-scp1021-group-1-v14-6fd7944585-sz87r                         381m         7047Mi          
osg-scp1021-group-1-v14-6fd7944585-t8f6m                         402m         7059Mi          
osg-scp1021-group-1-v14-6fd7944585-tcck5                         304m         6994Mi          
osg-scp1021-group-1-v14-6fd7944585-v78g4                         308m         6968Mi          
osg-scp1021-group-1-v14-6fd7944585-vvkp4                         354m         6942Mi          
osg-scp1021-group-1-v14-6fd7944585-wgggw                         287m         6946Mi          
osg-scp1021-group-1-v14-6fd7944585-x7cd6                         266m         6892Mi          
osg-scp1021-group-1-v14-6fd7944585-z5xxp                         320m         7228Mi          
osg-scp1021-group-1-v14-6fd7944585-zck4t                         288m         6933Mi          
osg-scp1021-group-1-v14-6fd7944585-zsj57                         319m         6893Mi          
osg-scp1021-group-1-v14-6fd7944585-zwx26                         324m         7028Mi          
osg-scp2021-group-1-v2-6b754fb78b-768tz                          110m         3557Mi          
osg-scp2021-group-1-v2-6b754fb78b-7wjqm                          92m          3554Mi          
