NAME                                                             CPU(cores)   MEMORY(bytes)   
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-p6wzz           80m          3060Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-p8wvg           72m          3042Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-pmtt6           64m          3073Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-pszwq           72m          3066Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-q8glt           68m          3028Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-qszfr           82m          3056Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-r5r6c           61m          3083Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-rkrmr           70m          3098Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-rsfwr           59m          3077Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-rzhng           86m          3045Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-sc5cv           75m          3098Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-t6tjz           70m          3053Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-t7qls           72m          3033Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-tsbtg           79m          3123Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-v28dp           62m          3084Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-v2fnd           67m          3053Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-vnzbw           72m          3137Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-xjtzp           101m         3040Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-xx7ds           55m          3110Mi          
emss-pmc-payelec-subdomain-group-1-v14-8cd7ccfd7-z285m           81m          3070Mi          
emss-pmc-paymat-subdomain-group-1-v12-868ff4d574-4rpsq           68m          2464Mi          
emss-pmc-paymat-subdomain-group-1-v12-868ff4d574-56zsn           54m          2469Mi          
emss-pmc-paymat-subdomain-group-1-v12-868ff4d574-6h7z4           43m          2469Mi          
emss-pmc-paymat-subdomain-group-1-v12-868ff4d574-b669g           44m          2468Mi          
emss-pmc-paymat-subdomain-group-1-v12-868ff4d574-pjtng           44m          2485Mi          
emss-pmc-paymat-subdomain-group-1-v12-868ff4d574-q66zv           51m          2454Mi          
emss-pmc-payment-subdomain-group-1-v9-8554c479c5-5bfxh           46m          2330Mi          
emss-pmc-payment-subdomain-group-1-v9-8554c479c5-vnds2           45m          2304Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-2d4cv         51m          3207Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-57d2l         45m          3246Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-5wctq         48m          3242Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-78lzl         57m          3324Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-8dnkx         52m          3233Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-fxrhn         57m          3222Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-g2csg         53m          3206Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-kltqp         61m          3238Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-mvgtd         59m          3225Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-nn5tr         54m          3236Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-r4ldw         68m          3232Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-r5275         53m          3200Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-rj5cc         61m          3188Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-rjlg2         64m          3284Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-s85hl         60m          3362Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-t7vnv         46m          3249Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-wlfvz         55m          3204Mi          
emss-pmc-recharge-subdomain-group-1-v14-768bdb6895-ztq9w         72m          3214Mi          
emss-pmc-reconciliation-subdomain-group-1-v13-747dcc9955-2f268   79m          2648Mi          
emss-pmc-reconciliation-subdomain-group-1-v13-747dcc9955-42fpq   88m          2661Mi          
emss-pmc-reconciliation-subdomain-group-1-v13-747dcc9955-7ssrp   91m          2582Mi          
emss-pmc-reconciliation-subdomain-group-1-v13-747dcc9955-9pqh6   74m          2565Mi          
emss-pmc-reconciliation-subdomain-group-1-v13-747dcc9955-cslck   73m          2675Mi          
emss-pmc-reconciliation-subdomain-group-1-v13-747dcc9955-d2jcm   82m          2587Mi          
emss-pmc-reconciliation-subdomain-group-1-v13-747dcc9955-m6fpg   70m          2640Mi          
emss-pmc-reconciliation-subdomain-group-1-v13-747dcc9955-t859x   104m         2581Mi          
emss-pmc-withhold-subdomain-group-1-v13-6fcdc6f785-4zfnl         44m          2510Mi          
emss-pmc-withhold-subdomain-group-1-v13-6fcdc6f785-fcnb6         64m          2460Mi          
emss-pmc-withhold-subdomain-group-1-v13-6fcdc6f785-kxqlf         50m          2468Mi          
emss-pmc-withhold-subdomain-group-1-v13-6fcdc6f785-lrxgw         37m          2515Mi          
emss-pmc-withhold-subdomain-group-1-v13-6fcdc6f785-nxkd8         47m          2527Mi          
emss-pmc-withhold-subdomain-group-1-v13-6fcdc6f785-s688f         47m          2482Mi          
emss-pmc-withhold-subdomain-group-1-v13-6fcdc6f785-wtlgq         37m          2474Mi          
emss-pmc-withhold-subdomain-group-1-v13-6fcdc6f785-xgl2n         53m          2476Mi          
emss-pva-carbon-front-group-1-v7-64fc48844b-2xsrg                92m          3330Mi          
emss-pva-carbon-front-group-1-v7-64fc48844b-kkjnm                113m         3274Mi          
emss-pva-carbon-front-group-1-v7-64fc48844b-l4khc                113m         3195Mi          
emss-pva-carbon-front-group-1-v7-64fc48844b-przp7                90m          3249Mi          
emss-pva-carbon-front-group-1-v7-64fc48844b-szlps                105m         3152Mi          
emss-pva-carbon-front-group-1-v7-64fc48844b-tjsrp                139m         3194Mi          
emss-pva-signandquery-front-group-1-v17-5849bc45b-4fxhj          74m          3009Mi          
emss-pva-signandquery-front-group-1-v17-5849bc45b-528c8          91m          3145Mi          
emss-pva-signandquery-front-group-1-v17-5849bc45b-8whqh          104m         3166Mi          
emss-pva-signandquery-front-group-1-v17-5849bc45b-n2q8v          87m          3205Mi          
emss-pva-signandquery-front-group-1-v17-5849bc45b-qfhp9          76m          3061Mi          
emss-pva-signandquery-front-group-1-v17-5849bc45b-vxgb8          94m          3122Mi          
emss-pva-workorder-front-group-1-v14-cbd695788-92gzk             52m          3450Mi          
emss-pva-workorder-front-group-1-v14-cbd695788-mcc9p             70m          3500Mi          
emss-pva-workorder-front-group-1-v14-cbd695788-mv4xb             67m          3504Mi          
emss-pva-workorder-front-group-1-v14-cbd695788-pnpdk             66m          3495Mi          
emss-pva-workorder-front-group-1-v14-cbd695788-qqhh2             93m          3537Mi          
emss-pva-workorder-front-group-1-v14-cbd695788-x6fp5             84m          3480Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-26d85         345m         2975Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-26ptd         286m         2995Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-285q4         333m         2994Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-589xg         401m         2987Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-7qrfl         352m         2979Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-bdbqz         364m         2976Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-dt5fd         363m         3010Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-dzr6n         359m         2984Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-fbhfc         308m         2969Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-gh5tk         323m         2995Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-hh99f         309m         3017Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-mmvwc         326m         2973Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-nsd4l         376m         2973Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-pccpg         329m         2998Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-r8bzf         359m         2985Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-s925c         326m         2983Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-szvkn         481m         2967Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-v66xj         341m         3009Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-vltv5         293m         2988Mi          
emss-scp-cachesync-subdomain-group-1-v5-74c4b5fd8f-zwv4r         495m         2975Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-26wqk                   91m          1737Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-4gqd5                   70m          1784Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-4ml9p                   67m          1738Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-55jdm                   61m          1802Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-5pxks                   79m          1756Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-67kdq                   71m          1741Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-6b6tf                   73m          1829Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-6xxcp                   65m          1776Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-752l2                   72m          1703Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-8wgch                   82m          1857Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-8xhqd                   98m          1757Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-998bv                   70m          1724Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-99pd6                   74m          1827Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-9cs5w                   95m          1830Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-bwm5f                   57m          1771Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-bzg82                   72m          1765Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-cfktb                   79m          1856Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-cfwcj                   56m          1819Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-d6nct                   69m          1764Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-dd6vg                   74m          1714Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-dl74t                   86m          1650Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-dwxpw                   62m          1764Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-fb2xd                   67m          1775Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-frv2q                   66m          1790Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-fwhv4                   64m          1898Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-fzckm                   71m          1799Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-glwwf                   54m          1799Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-h42zf                   74m          1709Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-h4nmk                   67m          1767Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-hcctv                   81m          1816Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-hrqv5                   70m          1824Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-j2wtt                   62m          1774Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-j56dn                   72m          1834Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-j9wxb                   83m          1768Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-jg6lm                   94m          1720Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-jp85c                   63m          1741Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-k8n8t                   62m          1786Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-kjn6g                   94m          1761Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-knpq5                   68m          1737Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-kqndr                   61m          1725Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-l7whz                   82m          1729Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-lbtsc                   67m          1680Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-lpjpg                   74m          1796Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-lsldh                   61m          1756Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-ltppm                   66m          1707Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-lzkst                   63m          1747Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-m2ksc                   65m          1868Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-m8f9g                   66m          1748Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-mr4sf                   79m          1788Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-n26l7                   90m          1846Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-nbhm8                   85m          1816Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-nl4ch                   75m          1727Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-nsnsp                   60m          1830Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-pmqkz                   62m          1768Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-prn5z                   62m          1894Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-q5fnx                   70m          1834Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-q9529                   83m          1762Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-qfztc                   66m          1826Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-rb9cx                   68m          1769Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-rsppl                   85m          1721Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-rx48x                   78m          1781Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-rxfnd                   80m          1717Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-sdjwq                   78m          1776Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-skthq                   77m          1841Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-sl4n5                   66m          1799Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-t25sw                   88m          1825Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-t55l4                   96m          1779Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-t6676                   72m          1792Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-w4v29                   73m          1750Mi          
emss-scp-envswitch-group-1-v13-6b45957f9-wtmsk                   67m          1825Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-2pshj              243m         6754Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-4fcr7              245m         6746Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-4lxkr              246m         6755Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-4pb88              203m         6782Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-4sfnl              240m         6898Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-5chv4              283m         7069Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-5f7pq              197m         6776Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-5l7jr              197m         6778Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-5zlvc              206m         6772Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-6g2bc              219m         6759Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-72x76              190m         6754Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-75lh5              209m         6927Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-7rvsw              194m         7114Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-7zxfk              246m         7233Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-8hs6p              196m         6780Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-8l7hp              195m         6758Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-8sn7p              193m         6773Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-8vbft              274m         6773Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-928pd              211m         6744Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-92bt2              218m         6757Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-94zb5              234m         6753Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-9n9s5              253m         7078Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-9rt5d              271m         6755Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-bwkst              202m         6763Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-ctk2p              228m         6761Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-d26dl              198m         7293Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-dmct2              266m         6752Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-f8nts              283m         6757Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-fdxvw              221m         6766Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-ffbdg              202m         7015Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-g29lf              197m         6771Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-g4vtd              225m         7122Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-g572w              189m         6766Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-g62cg              216m         6749Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-g6zz6              226m         6760Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-gfpn5              196m         6761Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-gw5vw              245m         7173Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-gzj7z              277m         6762Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-h4f9g              244m         6867Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-h8cj7              244m         6756Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-hdvrh              184m         7252Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-hgnv9              239m         6788Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-hl86c              258m         7096Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-hs2dl              229m         6764Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-j56hf              211m         6745Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-j6cmj              191m         6759Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-jdb72              215m         6855Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-jtlxc              237m         6780Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-k6zs8              321m         7086Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-k8fcf              195m         6751Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-kgggx              261m         6764Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-kgnct              209m         6751Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-knvf6              231m         7011Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-kqhgg              222m         6748Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-kqnss              267m         6750Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-l7bp8              197m         7185Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-lpfxv              252m         6784Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-lvnfw              239m         7193Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-lzhvd              274m         6905Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-mrxgj              157m         7568Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-p5tdn              201m         7276Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-p7zqx              196m         6764Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-pcqnf              237m         6762Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-pctl7              272m         6784Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-phm4n              227m         7192Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-pmn4t              275m         6759Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-pngs8              258m         6759Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-pqppq              223m         6745Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-qjfnk              221m         7000Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-rbhp8              201m         6769Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-rfth5              272m         6760Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-rjjrc              224m         6764Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-rz4nr              217m         6760Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-slcqg              221m         6983Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-szcw7              211m         6747Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-t4k88              216m         7136Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-t82p8              228m         6755Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-t8c22              259m         6750Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-t8gdq              191m         6755Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-t8pwf              242m         7201Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-tlnhz              226m         6774Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-v5p9z              231m         6832Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-vcccz              227m         6750Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-vn6d8              224m         6755Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-w5sbl              272m         6761Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-wjlgc              232m         6761Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-wpd2l              204m         6757Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-wvg69              237m         6856Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-x6f9v              196m         6827Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-xfrgx              270m         6759Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-xs9dd              193m         7234Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-xvvwg              254m         6761Mi          
emss-scp-inward-accept1-group-1-v10-849989fc5-zfhl7              204m         6766Mi          
emss-scp-inward-outer-listener1-group-1-v8-7dd9dd4d-8ff4x        599m         5629Mi          
emss-scp-inward-outer-listener1-group-1-v8-7dd9dd4d-bdfcd        99m          3029Mi          
emss-scp-inward-outer-listener1-group-1-v8-7dd9dd4d-d8xjr        476m         5557Mi          
emss-scp-inward-outer-listener1-group-1-v8-7dd9dd4d-ftrh4        39m          2400Mi          
emss-scp-inward-outer-listener1-group-1-v8-7dd9dd4d-v4g6t        37m          2444Mi          
emss-scp-inward-outer-listener1-group-1-v8-7dd9dd4d-vzqj7        40m          2364Mi          
emss-scp-inward-outer-listener1-group-1-v8-7dd9dd4d-wdsp2        51m          2351Mi          
emss-scp-inward-outer-listener1-group-1-v8-7dd9dd4d-zf6m7        548m         5718Mi          
emss-scp-inward-outer-listener1-group-1-v8-7dd9dd4d-zjmr7        32m          2431Mi          
emss-scp-olssse-gtw-group-1-v3-545484c794-dgfdc                  79m          5229Mi          
emss-scp-olssse-gtw-group-1-v3-545484c794-gwjvj                  93m          5217Mi          
emss-scp-olssse-gtw-group-1-v3-545484c794-hp8s7                  89m          5211Mi          
emss-scp-olssse-gtw-group-1-v3-545484c794-nc5hz                  95m          5178Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-25s9n                    63m          1772Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-2gbrx                    83m          1706Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-5hsr7                    80m          1648Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-6qpvp                    67m          1624Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-7x5mj                    61m          1645Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-8prb4                    75m          1603Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-b2swf                    79m          1621Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-b4fxt                    86m          1750Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-btbvn                    60m          1736Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-bx4fr                    70m          1595Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-c8h5l                    67m          1580Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-cq4ps                    78m          1612Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-d94gr                    78m          1642Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-f4hxf                    75m          1578Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-fn8pn                    69m          1589Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-g6c4l                    75m          1593Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-j6b8t                    66m          1628Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-jr6wm                    76m          1670Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-kkflh                    57m          1664Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-kxn74                    83m          1705Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-lb58b                    71m          1668Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-nx9dm                    79m          1748Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-q2klb                    74m          1591Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-rwhpg                    69m          1830Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-txmrw                    73m          1678Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-w5dwv                    66m          1803Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-wvsxl                    96m          1630Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-xhd9g                    71m          1587Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-z8hsq                    80m          1578Mi          
emss-scp-userenvo-group-1-v7-6489cf9d5d-zmwpz                    63m          1693Mi          
osg-omgmt1054-group-1-v9-7877c9c9f8-czds2                        48m          1459Mi          
osg-omgmt1054-group-1-v9-7877c9c9f8-gm4bs                        59m          1528Mi          
osg-omgmt1054-group-1-v9-7877c9c9f8-t29qf                        62m          1535Mi          
osg-omgmt1054-group-1-v9-7877c9c9f8-vxlx8                        51m          1514Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-2rdww                       108m         5720Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-5nbbz                       83m          5741Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-6xblx                       128m         5724Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-7h9k7                       107m         5721Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-7klm9                       116m         5734Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-9w9jf                       92m          5701Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-b52fr                       113m         5723Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-bmv7s                       98m          5691Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-d24f8                       105m         5702Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-frjbc                       90m          5706Mi          
osg-open-p0001-group-1-v9-7d5b9bf85c-ht575                       125m         5669Mi          
