NAME                                                              CPU(cores)   MEMORY(bytes)   
osg-emss0002-group-1-v7-6b4b897d4-qp5qs                           48m          2746Mi          
osg-emss0002-group-1-v7-6b4b897d4-r58z6                           82m          2743Mi          
osg-emss0002-group-1-v7-6b4b897d4-rggsk                           38m          2770Mi          
osg-emss0002-group-1-v7-6b4b897d4-s4dxb                           78m          2746Mi          
osg-emss0002-group-1-v7-6b4b897d4-ssm8k                           38m          2729Mi          
osg-emss0002-group-1-v7-6b4b897d4-x7lb5                           43m          2751Mi          
osg-emss0002-group-1-v7-6b4b897d4-xqjk9                           59m          2757Mi          
osg-emss0002-group-1-v7-6b4b897d4-zdb7s                           55m          2751Mi          
osg-emss0002-group-1-v7-6b4b897d4-ztvwn                           91m          2724Mi          
osg-ips-ptvas002-group-1-v17-86df97b56f-cswz2                     24m          1588Mi          
osg-ips-ptvas002-group-1-v17-86df97b56f-kpj7v                     20m          1602Mi          
osg-om1002-group-1-v4-95874ccff-ltl5z                             33m          1909Mi          
osg-om1002-group-1-v4-95874ccff-q6hj2                             29m          1890Mi          
osg-omdrs0001-group-1-v8-67d45446f5-f78z7                         31m          1951Mi          
osg-omdrs0001-group-1-v8-67d45446f5-ncqck                         29m          1938Mi          
osg-omgmt0005-group-1-v10-5bb4f54d8f-8xdnm                        26m          2521Mi          
osg-omgmt0005-group-1-v10-5bb4f54d8f-dlgzn                        22m          2481Mi          
osg-omgmt0005-group-1-v10-5bb4f54d8f-v2fs5                        34m          2442Mi          
osg-omgmt0005-group-1-v10-5bb4f54d8f-xmw54                        18m          2498Mi          
osg-omgmt1000-group-1-v8-754dd76745-dtmj8                         89m          2096Mi          
osg-omgmt1000-group-1-v8-754dd76745-t2pgq                         83m          2066Mi          
osg-omgmt1000-group-1-v8-754dd76745-wjczr                         41m          2167Mi          
osg-omgmt1000-group-1-v8-754dd76745-zcn77                         87m          2033Mi          
osg-omgmt1006-group-1-v4-69fd7674c6-4zvs9                         32m          1887Mi          
osg-omgmt1006-group-1-v4-69fd7674c6-65bsj                         17m          1827Mi          
osg-omgmt1006-group-1-v4-69fd7674c6-mnwhw                         16m          1837Mi          
osg-omgmt1006-group-1-v4-69fd7674c6-rglfj                         30m          1896Mi          
osg-omgmt1006-group-1-v4-69fd7674c6-sblzq                         12m          1959Mi          
osg-omgmt1014-group-1-v15-777c6cd859-4zh29                        38m          2535Mi          
osg-omgmt1014-group-1-v15-777c6cd859-88kk2                        25m          2469Mi          
osg-open-arg0001-group-1-v6-85dfc58bdc-llplh                      29m          2519Mi          
osg-open-arg0001-group-1-v6-85dfc58bdc-vv5g4                      26m          2766Mi          
osg-openpf0002-group-1-v8-7cc87b4ffb-7j84l                        12m          1520Mi          
osg-openpf0002-group-1-v8-7cc87b4ffb-tpm4v                        11m          1531Mi          
osg-outward-inner-listener-group-1-v7-79d77cd854-5bkt9            25m          2408Mi          
osg-outward-inner-listener-group-1-v7-79d77cd854-97l99            25m          2353Mi          
osg-outward-inner-listener-group-1-v7-79d77cd854-c6lxm            31m          2676Mi          
osg-outward-inner-listener-group-1-v7-79d77cd854-kgvrc            67m          6101Mi          
osg-outward-inner-listener-group-1-v7-79d77cd854-vx4np            60m          3282Mi          
osg-outward-inner-listener-group-1-v7-79d77cd854-z26qk            45m          2638Mi          
osg-scp0022-group-1-v2-65785bb59f-779gw                           88m          1645Mi          
osg-scp0022-group-1-v2-65785bb59f-l4742                           91m          1776Mi          
yxyzy-kanban2-group-1-v3-787ccbb6cb-7p77w                         27m          1875Mi          
yxyzy-kanban2-group-1-v3-787ccbb6cb-h4gkt                         31m          1884Mi          
